et,obcflags,batt,curr,txforward2,txcurr,rxcurr,rxdoppler,rxrssi,txreflected,txforward,txtemp,txvoltage,antsA,antsB,localtime,boardtime
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",413,951,"0,003824","0,005975","3,87096774193548","8,09677419354839",100,100,2021-04-10 12:43:09,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",413,955,"0,003824","0,005975","3,87096774193548","8,08064516129032",100,100,2021-04-10 12:43:24,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",412,949,"0,003824","0,005975","4,19354838709678","8,08064516129032",100,100,2021-04-10 12:43:39,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",413,953,"0,005975","0,005975","4,51612903225806","8,09677419354839",100,100,2021-04-10 12:43:54,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",412,953,"0,003824","0,005975","4,51612903225806","8,09677419354839",100,100,2021-04-10 12:44:24,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",416,942,"0,003824","0,005975","4,83870967741935","8,09677419354839",100,100,2021-04-10 12:44:39,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",414,957,"0,003824","0,005975","5,16129032258065","8,08064516129032",100,100,2021-04-10 12:44:54,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",415,947,"0,003824","0,005975","5,48387096774194","8,08064516129032",100,100,2021-04-10 12:45:39,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",415,950,"0,003824","0,005975","5,48387096774194","4,12903225806452",100,100,2021-04-10 12:45:54,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",412,947,"0,003824","0,005975","5,80645161290322","8,09677419354839",100,100,2021-04-10 12:46:09,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",416,951,"0,005975","0,005975","6,12903225806452","8,08064516129032",100,100,2021-04-10 12:46:39,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",414,947,"0,003824","0,005975","6,12903225806452","8,09677419354839",100,100,2021-04-10 12:46:54,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",412,947,"0,005975","0,005975","6,12903225806452","8,09677419354839",100,100,2021-04-10 12:47:09,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",413,948,"0,005975","0,005975","6,45161290322581","8,06451612903226",100,100,2021-04-10 12:47:24,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",411,943,"0,003824","0,005975","6,45161290322581","8,04838709677419",100,100,2021-04-10 12:47:39,
PV8DX,007D,"8,286","0,067","0,080065",0,0,414,952,"0,003824","0,005975","6,7741935483871","8,09677419354839",100,100,2021-04-10 12:47:54,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,058",410,960,"0,003824","0,005975","9,03225806451613","8,12903225806452",100,100,2021-04-10 14:29:38,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,058",413,951,"0,003824","0,005975","9,03225806451613","8,09677419354839",100,100,2021-04-10 14:29:52,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,059",410,956,"0,003824","0,005975","9,35483870967742","8,04838709677419",100,100,2021-04-10 14:30:08,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,058",412,949,"0,003824","0,005975","9,35483870967742","8,08064516129032",100,100,2021-04-10 14:30:23,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,059",410,957,"0,003824","0,005975","9,67741935483871","8,08064516129032",100,100,2021-04-10 14:30:38,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,059",411,941,"0,005975","0,005975","9,67741935483871","8,11290322580645",100,100,2021-04-10 14:30:53,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,059",412,947,"0,005975","0,005975",10,"8,09677419354839",100,100,2021-04-10 14:31:23,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,059",411,954,"0,003824","0,005975",10,"8,06451612903226",100,100,2021-04-10 14:31:37,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,059",411,951,"0,003824","0,005975",10,"8,08064516129032",100,100,2021-04-10 14:31:52,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,059",411,952,"0,003824","0,005975","10,3225806451613","8,09677419354839",100,100,2021-04-10 14:32:07,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,059",256,945,"0,005975","0,005975","10,6451612903226","8,09677419354839",100,100,2021-04-10 14:32:37,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,058",411,942,"0,005975","0,005975","10,6451612903226","8,08064516129032",100,100,2021-04-10 14:32:53,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,059",410,959,"0,003824","0,005975","10,6451612903226","8,09677419354839",100,100,2021-04-10 14:33:07,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,059",410,952,"0,003824","0,005975","10,9677419354839","8,08064516129032",100,100,2021-04-10 14:33:23,
KB6LTY,007D,"8,296","0,067","0,064052",0,"0,058",410,957,"0,005975","0,003824","10,9677419354839","8,09677419354839",100,100,2021-04-10 14:33:38,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,059",410,952,"0,005975","0,005975","10,9677419354839","8,09677419354839",100,100,2021-04-10 14:33:52,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,059",411,945,"0,005975","0,005975","11,2903225806452","8,06451612903226",100,100,2021-04-10 14:34:07,
PV8DX,007D,"8,206","0,067","20,49664",0,"0,06",410,952,"0,005975","0,005975","10,9677419354839",8,100,100,2021-04-11 00:39:45,
PV8DX,007D,"8,196","0,063","19,27296",0,"0,06",410,949,"0,003824","0,005975","10,6451612903226","8,01612903225806",100,100,2021-04-11 00:41:00,
KB6LTY,007D,"8,226","0,067","20,49664",0,"0,06",413,953,"0,003824","0,005975","15,4838709677419","8,04838709677419",100,100,2021-04-11 03:40:28,
KB6LTY,007D,"8,226","0,063","19,27296",0,"0,06",411,948,"0,003824","0,005975","15,1612903225806","8,03225806451613",100,100,2021-04-11 03:40:43,
KB6LTY,007D,"8,226","0,067","20,49664",0,"0,061",414,952,"0,003824","0,005975","15,1612903225806","8,04838709677419",100,100,2021-04-11 03:40:58,
KB6LTY,007D,"8,226","0,067","20,49664",0,"0,06",412,946,"0,005975","0,005975","15,1612903225806","8,03225806451613",100,100,2021-04-11 03:41:13,
KB6LTY,007D,"8,226","0,067","20,49664",0,"0,06",410,943,"0,005975","0,005975","14,8387096774194","8,03225806451613",100,100,2021-04-11 03:41:58,
KB6LTY,007D,"8,216","0,067","20,49664",0,"0,06",412,949,"0,003824","0,005975","14,1935483870968","8,01612903225806",100,100,2021-04-11 03:42:43,
KB6LTY,007D,"8,226","0,063","19,27296",0,"0,06",412,955,"0,003824","0,005975","14,5161290322581","8,04838709677419",100,100,2021-04-11 03:42:58,
KB6LTY,007D,"8,216","0,067","20,49664",0,"0,059",413,939,"0,003824","0,005975","14,5161290322581","8,01612903225806",100,100,2021-04-11 03:43:13,
KB6LTY,007D,"8,216","0,063","19,27296",0,"0,06",411,947,"0,005975","0,005975","14,5161290322581","8,03225806451613",100,100,2021-04-11 03:43:28,
KB6LTY,007D,"8,216","0,063","19,27296",0,"0,06",409,956,"0,003824","0,005975","13,8709677419355","8,04838709677419",100,100,2021-04-11 03:43:43,
KB6LTY,007D,"8,216","0,063","19,27296",0,"0,06",410,948,"0,003824","0,005975","13,8709677419355","8,03225806451613",100,100,2021-04-11 03:43:58,
KB6LTY,007D,"8,216","0,067","20,49664",0,"0,06",412,950,"0,005975","0,005975","13,8709677419355","8,03225806451613",100,100,2021-04-11 03:44:28,
KB6LTY,007D,"8,216","0,067","20,49664",0,"0,06",411,953,"0,003824","0,005975","13,5483870967742","7,96774193548387",100,100,2021-04-11 03:44:43,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,057",413,946,"0,003824","0,005975","1,29032258064516","8,06451612903226",100,100,2021-04-11 14:25:20,
KB6LTY,007D,"8,286","0,063","0,075285",0,"0,057",413,937,"0,003824","0,005975","1,61290322580645","8,08064516129032",100,100,2021-04-11 14:25:35,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,057",414,954,"0,003824","0,005975","1,61290322580645","8,09677419354839",100,100,2021-04-11 14:25:50,
KB6LTY,007D,"8,296","0,063","0,075285",0,"0,057",412,953,"0,003824","0,005975","1,93548387096774","8,09677419354839",100,100,2021-04-11 14:26:05,
KB6LTY,007D,"8,276","0,067","0,080065",0,"0,058",414,947,"0,003824","0,005975","1,93548387096774","8,08064516129032",100,100,2021-04-11 14:26:35,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,058",414,950,"0,003824","0,005975","1,93548387096774","8,08064516129032",100,100,2021-04-11 14:26:50,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,057",413,951,"0,003824","0,005975","2,25806451612903","8,09677419354839",100,100,2021-04-11 14:27:05,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,057",411,952,"0,003824","0,005975","2,25806451612903","8,08064516129032",100,100,2021-04-11 14:27:20,
KB6LTY,007D,"8,286","0,063","0,075285",0,"0,058",412,952,"0,003824","0,005975","2,58064516129032","8,06451612903226",100,100,2021-04-11 14:27:50,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,058",414,944,"0,003824","0,005975","2,58064516129032","8,08064516129032",100,100,2021-04-11 14:28:05,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,058",414,956,"0,003824","0,005975","2,90322580645162","8,08064516129032",100,100,2021-04-11 14:29:05,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,057",413,942,"0,005975","0,005975","3,2258064516129","8,09677419354839",100,100,2021-04-11 14:29:20,
KB6LTY,007D,"8,296","0,063","0,075285",0,"0,058",414,946,"0,003824","0,005975","3,2258064516129","8,08064516129032",100,100,2021-04-11 14:29:35,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,058",412,944,"0,003824","0,005975","3,2258064516129","8,09677419354839",100,100,2021-04-11 14:29:50,
KB6LTY,007D,"8,296","0,063","19,27296",0,"0,058",412,956,"0,003824","0,005975","3,2258064516129","8,08064516129032",100,100,2021-04-12 14:19:02,
KB6LTY,007D,"8,296","0,063","19,27296",0,"0,058",415,944,"0,003824","0,005975","3,54838709677419","8,08064516129032",100,100,2021-04-12 14:19:32,
KB6LTY,007D,"8,296","0,067","20,49664",0,"0,058",411,947,"0,003824","0,005975","3,87096774193548","8,08064516129032",100,100,2021-04-12 14:20:17,
KB6LTY,007D,"8,296","0,067","20,49664",0,"0,058",413,946,"0,003824","0,005975","4,19354838709678","8,08064516129032",100,100,2021-04-12 14:21:17,
KB6LTY,007D,"8,296","0,067","20,49664",0,"0,058",412,953,"0,003824","0,005975","4,51612903225806","8,06451612903226",100,100,2021-04-12 14:21:32,
KB6LTY,007D,"8,286","0,067","20,49664",0,"0,058",413,948,"0,005975","0,005975","4,51612903225806","8,08064516129032",100,100,2021-04-12 14:21:47,
KB6LTY,007D,"8,286","0,067","20,49664",0,"0,058",413,950,"0,003824","0,005975","4,83870967741935","8,12903225806452",100,100,2021-04-12 14:22:17,
KB6LTY,007D,"8,286","0,067","20,49664",0,"0,058",412,952,"0,005975","0,005975","4,83870967741935","8,06451612903226",100,100,2021-04-12 14:22:32,
KB6LTY,007D,"8,286","0,067","20,49664",0,"0,058",412,950,"0,003824","0,005975","4,83870967741935","8,11290322580645",100,100,2021-04-12 14:22:47,
KB6LTY,007D,"8,296","0,067","20,49664",0,"0,058",412,948,"0,003824","0,005975","5,16129032258065","8,11290322580645",100,100,2021-04-12 14:23:02,
KB6LTY,007D,"8,296","0,067","20,49664",0,"0,059",412,950,"0,005975","0,005975","5,16129032258065","8,11290322580645",100,100,2021-04-12 14:23:17,
KB6LTY,007D,"8,286","0,067","20,49664",0,"0,058",412,952,"0,003824","0,005975","5,48387096774194","8,11290322580645",100,100,2021-04-12 14:23:32,
KB6LTY,007D,"8,286","0,067","20,49664",0,"0,058",412,947,"0,005975","0,005975","5,48387096774194","8,04838709677419",100,100,2021-04-12 14:23:47,
KB6LTY,007D,"8,286","0,063","19,27296",0,"0,058",413,946,"0,003824","0,005975","5,48387096774194","8,08064516129032",100,100,2021-04-12 14:24:02,
KB6LTY,007D,"8,286","0,067","20,49664",0,"0,058",413,949,"0,005975","0,005975","5,80645161290322","8,09677419354839",100,100,2021-04-12 14:24:47,
PY5LF,007D,"8,176","0,063","19,27296",0,"0,058",412,958,"0,003824","0,005975","3,87096774193548","7,98387096774193",100,100,2021-04-12 23:02:08,
PY5LF,007D,"8,166","0,063","19,27296",0,"0,059",413,949,"0,003824","0,005975","3,54838709677419","7,96774193548387",100,100,2021-04-12 23:02:23,
PY5LF,007D,"8,166","0,063","19,27296",0,"0,059",410,942,"0,003824","0,005975","3,2258064516129",8,100,100,2021-04-12 23:02:38,
PY5LF,007D,"8,166","0,063","19,27296",0,"0,058",412,942,"0,003824","0,005975","3,54838709677419","7,95161290322581",100,100,2021-04-12 23:02:53,
PY5LF,007D,"8,166","0,063","19,27296",0,"0,059",413,948,"0,003824","0,005975","3,2258064516129","7,98387096774193",100,100,2021-04-12 23:03:08,
PY5LF,007D,"8,166","0,063","19,27296",0,"0,058",417,953,"0,003824","0,005975","3,2258064516129","7,96774193548387",100,100,2021-04-12 23:03:23,
PY5LF,007D,"8,166","0,063","19,27296",0,"0,058",416,948,"0,003824","0,005975","2,90322580645162","7,96774193548387",100,100,2021-04-12 23:03:38,
PY5LF,007D,"8,166","0,063","19,27296",0,"0,059",413,951,"0,003824","0,005975","2,90322580645162","7,96774193548387",100,100,2021-04-12 23:03:53,
PY5LF,007D,"8,166","0,063","19,27296",0,"0,058",413,953,"0,003824","0,005975","2,58064516129032","7,96774193548387",100,100,2021-04-12 23:04:08,
PY5LF,007D,"8,166","0,063","19,27296",0,"0,058",416,952,"0,003824","0,005975","2,25806451612903","7,95161290322581",100,100,2021-04-12 23:04:23,
PY5LF,007D,"8,166","0,063","19,27296",0,"0,059",412,951,"0,003824","0,005975","2,25806451612903","7,96774193548387",100,100,2021-04-12 23:04:38,
PY5LF,007D,"8,296","0,067","0,080065",0,"0,056",406,959,"0,003824","0,005975","-3,87096774193548","8,06451612903226",100,100,2021-04-13 10:45:12,
PY5LF,007D,"8,286","0,067","0,080065",0,"0,057",404,955,"0,003824","0,005975","-3,87096774193548","8,06451612903226",100,100,2021-04-13 10:45:57,
PY5LF,007D,"8,286","0,067","0,080065",0,"0,057",408,944,"0,003824","0,005975","-3,54838709677419","8,09677419354839",100,100,2021-04-13 10:46:12,
PY5LF,007D,"8,296","0,067","0,080065",0,"0,057",407,949,"0,003824","0,005975","-3,2258064516129","8,11290322580645",100,100,2021-04-13 10:46:42,
PY5LF,007D,"8,286","0,067","0,064052",0,"0,057",406,948,"0,003824","0,003824","-3,2258064516129","8,04838709677419",100,100,2021-04-13 10:46:57,
PY5LF,007D,"8,296","0,067","0,080065",0,"0,057",410,954,"0,003824","0,005975","-2,90322580645162","8,09677419354839",100,100,2021-04-13 10:47:12,
PY5LF,007D,"8,296","0,063","0,075285",0,"0,057",409,947,"0,003824","0,005975","-2,90322580645162","8,06451612903226",100,100,2021-04-13 10:47:27,
PY5LF,007D,"8,296","0,063","0,075285",0,"0,057",408,957,"0,003824","0,005975","-2,58064516129032","8,11290322580645",100,100,2021-04-13 10:47:42,
PY5LF,007D,"8,286","0,063","0,075285",0,"0,058",409,951,"0,003824","0,005975","-2,58064516129032","8,04838709677419",100,100,2021-04-13 10:47:57,
PY5LF,007D,"8,306","0,063","0,075285",0,"0,057",410,940,"0,003824","0,005975","-2,58064516129032","8,06451612903226",100,100,2021-04-13 10:48:27,
PY5LF,007D,"8,296","0,067","0,080065",0,"0,057",410,957,"0,003824","0,005975","-2,25806451612903","8,08064516129032",100,100,2021-04-13 10:48:57,
PY5LF,007D,"8,286","0,063","0,075285",0,"0,057",412,941,"0,003824","0,005975","-1,93548387096774","8,11290322580645",100,100,2021-04-13 10:49:12,
PY5LF,007D,"8,296","0,067","0,080065",0,"0,057",411,943,"0,003824","0,005975","-1,93548387096774","8,06451612903226",100,100,2021-04-13 10:49:27,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,057",415,948,"0,003824","0,005975","0,322580645161288","8,08064516129032",100,100,2021-04-13 12:28:31,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,057",415,952,"0,003824","0,005975","0,322580645161288","8,09677419354839",100,100,2021-04-13 12:28:45,
PV8DX,007D,"8,286","0,063","0,075285",0,"0,057",414,950,"0,003824","0,005975","0,322580645161288","8,06451612903226",100,100,2021-04-13 12:29:00,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",412,943,"0,003824","0,005975","0,645161290322584","8,09677419354839",100,100,2021-04-13 12:29:15,
PV8DX,007D,"8,286","0,063","0,075285",0,"0,058",413,951,"0,003824","0,005975","0,645161290322584","8,06451612903226",100,100,2021-04-13 12:29:30,
PV8DX,007D,"8,296","0,067","0,080065",0,0,415,948,"0,003824","0,005975","0,967741935483872","8,04838709677419",100,100,2021-04-13 12:29:45,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",414,956,"0,003824","0,005975","0,967741935483872","8,11290322580645",100,100,2021-04-13 12:30:00,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",415,939,"0,003824","0,005975","1,29032258064516","8,08064516129032",100,100,2021-04-13 12:30:15,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",415,942,"0,003824","0,005975","1,29032258064516","8,09677419354839",100,100,2021-04-13 12:30:30,
PV8DX,007D,"8,286","0,063","0,075285",0,"0,058",415,953,"0,003824","0,005975","1,29032258064516","8,09677419354839",100,100,2021-04-13 12:30:45,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,057",417,946,"0,003824","0,005975","1,29032258064516","8,09677419354839",100,100,2021-04-13 12:31:00,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",413,949,"0,003824","0,005975","1,93548387096774","8,09677419354839",100,100,2021-04-13 12:31:30,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",414,945,"0,003824","0,005975","1,93548387096774","8,09677419354839",100,100,2021-04-13 12:31:45,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,057",414,942,"0,005975","0,005975","1,93548387096774","8,11290322580645",100,100,2021-04-13 12:32:00,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",419,946,"0,005975","0,005975","2,25806451612903","8,11290322580645",100,100,2021-04-13 12:32:15,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,057",417,940,"0,005975","0,005975","2,58064516129032","8,08064516129032",100,100,2021-04-13 12:32:30,
PV8DX,007D,"8,296","0,063","0,075285",0,"0,057",415,951,"0,005975","0,005975","2,58064516129032","7,56451612903226",100,100,2021-04-13 12:32:45,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",415,944,"0,003824","0,005975","2,58064516129032","8,08064516129032",100,100,2021-04-13 12:33:00,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",415,940,"0,003824","0,005975","2,90322580645162","8,08064516129032",100,100,2021-04-13 12:33:15,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",420,954,"0,005975","0,005975","3,2258064516129","8,09677419354839",100,100,2021-04-13 12:34:00,
PV8DX,007D,"8,286","0,063","0,075285",0,"0,058",417,941,"0,003824","0,005975","3,54838709677419","8,04838709677419",100,100,2021-04-13 12:34:15,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",413,953,"0,003824","0,005975","3,54838709677419","8,04838709677419",100,100,2021-04-13 12:34:45,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",410,949,"0,003824","0,005975","3,87096774193548","8,09677419354839",100,100,2021-04-13 12:35:00,
KB6LTY,007D,"8,296","0,067","0,064052",0,"0,058",413,953,"0,003824","0,003824","4,51612903225806","8,09677419354839",100,100,2021-04-13 15:47:43,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,058",414,947,"0,003824","0,005975","4,19354838709678","8,08064516129032",100,100,2021-04-13 15:47:58,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,058",413,955,"0,005975","0,005975","4,51612903225806","8,06451612903226",100,100,2021-04-13 15:48:13,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,058",413,955,"0,003824","0,005975","4,51612903225806","8,08064516129032",100,100,2021-04-13 15:48:28,
KB6LTY,007D,"8,286","0,063","0,075285",0,"0,058",415,948,"0,003824","0,005975","4,83870967741935","8,09677419354839",100,100,2021-04-13 15:48:43,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,058",413,955,"0,003824","0,005975","4,83870967741935","8,11290322580645",100,100,2021-04-13 15:48:58,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,058",414,951,"0,005975","0,005975","4,83870967741935","8,04838709677419",100,100,2021-04-13 15:49:28,
KB6LTY,007D,"8,286","0,067","0,064052",0,"0,058",413,944,"0,003824","0,003824","5,16129032258065","8,08064516129032",100,100,2021-04-13 15:49:43,
KB6LTY,007D,"8,296","0,067","0,064052",0,"0,058",412,939,"0,005975","0,003824","5,16129032258065","8,06451612903226",100,100,2021-04-13 15:49:58,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,058",415,948,"0,003824","0,005975","5,48387096774194","8,11290322580645",100,100,2021-04-13 15:50:13,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,058",413,942,"0,005975","0,005975","5,48387096774194","8,09677419354839",100,100,2021-04-13 15:50:28,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,059",411,944,"0,003824","0,005975","5,48387096774194","8,09677419354839",100,100,2021-04-13 15:50:43,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,058",410,956,"0,003824","0,005975","5,48387096774194","8,11290322580645",100,100,2021-04-13 15:50:58,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,058",410,950,"0,005975","0,005975","5,80645161290322","8,06451612903226",100,100,2021-04-13 15:51:13,
KB6LTY,007D,"8,286","0,063","0,075285",0,"0,059",410,944,"0,005975","0,005975","5,80645161290322","8,06451612903226",100,100,2021-04-13 15:51:28,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,058",412,945,"0,003824","0,005975","6,12903225806452","8,12903225806452",100,100,2021-04-13 15:51:43,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,058",413,944,"0,005975","0,005975","6,12903225806452","8,08064516129032",100,100,2021-04-13 15:51:58,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,058",411,944,"0,003824","0,005975","6,12903225806452","8,04838709677419",100,100,2021-04-13 15:52:13,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,058",414,945,"0,003824","0,005975","6,45161290322581","8,08064516129032",100,100,2021-04-13 15:52:28,
KB6LTY,007D,"8,286","0,067","0,064052",0,"0,058",413,944,"0,005975","0,003824","6,7741935483871","8,11290322580645",100,100,2021-04-13 15:52:43,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,058",413,942,"0,005975","0,005975","6,7741935483871","8,09677419354839",100,100,2021-04-13 15:52:58,
KB6LTY,007D,"8,296","0,063","0,075285",0,"0,058",413,948,"0,003824","0,005975","6,45161290322581","8,11290322580645",100,100,2021-04-13 15:53:28,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,058",410,921,"0,003824","0,005975","6,7741935483871","8,06451612903226",100,100,2021-04-13 15:53:43,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,058",412,946,"0,005975","0,005975","7,09677419354838","8,06451612903226",100,100,2021-04-13 15:53:58,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,058",411,955,"0,005975","0,005975","7,41935483870968","8,06451612903226",100,100,2021-04-13 15:54:13,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,058",412,951,"0,003824","0,005975","7,09677419354838","8,09677419354839",100,100,2021-04-13 15:54:28,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,059",412,955,"0,003824","0,005975","7,41935483870968","8,08064516129032",100,100,2021-04-13 15:54:43,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,058",412,956,"0,003824","0,005975","7,41935483870968","8,06451612903226",100,100,2021-04-13 15:54:58,
KB6LTY,007D,"8,296","0,067","0,080065",0,"0,058",410,952,"0,003824","0,005975","7,41935483870968","8,11290322580645",100,100,2021-04-13 15:55:28,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,058",411,956,"0,003824","0,005975","7,74193548387097","8,08064516129032",100,100,2021-04-13 15:55:43,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,058",411,940,"0,003824","0,005975","7,74193548387097","8,11290322580645",100,100,2021-04-13 15:55:58,
KB6LTY,007D,"8,286","0,067","0,080065",0,"0,058",412,950,"0,003824","0,005975","8,06451612903226","8,08064516129032",100,100,2021-04-13 15:56:13,
KB6LTY,007D,"8,296","0,063","0,075285",0,"0,059",411,944,"0,005975","0,005975","8,06451612903226","8,08064516129032",100,100,2021-04-13 15:56:43,
PV8DX,007D,"8,196","0,063","19,27296",0,"0,059",411,943,"0,003824","0,005975","10,3225806451613",8,100,100,2021-04-14 00:25:36,
PV8DX,007D,"8,196","0,063","19,27296",0,"0,059",409,945,"0,003824","0,005975",10,8,100,100,2021-04-14 00:26:06,
PV8DX,007D,"8,196","0,063","19,27296",0,"0,059",412,946,"0,005975","0,005975","9,67741935483871",8,100,100,2021-04-14 00:26:21,
PV8DX,007D,"8,196","0,063","19,27296",0,"0,059",411,939,"0,005975","0,005975","9,35483870967742","8,01612903225806",100,100,2021-04-14 00:26:37,
PV8DX,007D,"8,196","0,063","19,27296",0,"0,059",412,956,"0,003824","0,005975","9,03225806451613","7,98387096774193",100,100,2021-04-14 00:26:51,
PV8DX,007D,"8,196","0,063","19,27296",0,"0,059",411,945,"0,005975","0,005975","9,03225806451613","7,96774193548387",100,100,2021-04-14 00:27:06,
PV8DX,007D,"8,196","0,063","19,27296",0,"0,059",411,955,"0,003824","0,005975","8,70967741935484","7,95161290322581",100,100,2021-04-14 00:27:22,
PV8DX,007D,"8,196","0,067","20,49664",0,"0,059",410,954,"0,003824","0,005975","9,03225806451613","7,98387096774193",100,100,2021-04-14 00:27:36,
PV8DX,007D,"8,186","0,063","19,27296",0,"0,059",411,947,"0,003824","0,005975","8,38709677419355","7,98387096774193",100,100,2021-04-14 00:27:51,
PV8DX,007D,"8,186","0,063","19,27296",0,"0,059",411,944,"0,003824","0,005975","8,38709677419355","7,96774193548387",100,100,2021-04-14 00:28:06,
PV8DX,007D,"8,186","0,063","19,27296",0,"0,059",413,941,"0,003824","0,005975","8,06451612903226","7,98387096774193",100,100,2021-04-14 00:28:21,
PV8DX,007D,"8,186","0,063","19,27296",0,"0,059",412,941,"0,003824","0,005975","8,06451612903226",8,100,100,2021-04-14 00:28:36,
COESU,007D,"8,296","0,063","76,13345",0,"0,058",412,946,"0,003824","0,005975","-1,61290322580645","8,04838709677419",100,100,2021-04-14 12:21:28,2021-01-01 07:26:38
PV8DX,007D,"8,186","0,063","0,075285",0,"0,059",411,952,"0,003824","0,005975","8,06451612903226","7,96774193548387",100,100,2021-04-15 00:21:49,
PV8DX,007D,"8,186","0,063","0,060228",0,"0,059",410,945,"0,003824","0,003824","8,06451612903226","7,96774193548387",100,100,2021-04-15 00:22:04,
PV8DX,007D,"8,186","0,067","0,080065",0,"0,059",411,945,"0,005975","0,005975","8,06451612903226","7,98387096774193",100,100,2021-04-15 00:22:19,
PV8DX,007D,"8,186","0,063","0,075285",0,"0,059",415,955,"0,003824","0,005975",-50,8,100,100,2021-04-15 00:22:34,
PV8DX,007D,"8,186","0,067","0,080065",0,"0,06",412,952,"0,005975","0,005975","7,41935483870968","7,98387096774193",100,100,2021-04-15 00:22:49,
